category,sub_category,product_name,total_revenue,total_profit,avg_margin_pct,total_units,order_count,revenue_rank
Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",1064.624,24.196,3.882352941176471,10,3,177
Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",1909.8178,-78.18639999999999,-8.205882352941176,19,7,121
Furniture,Bookcases,Sauder Camden County Collection Library,1368.2620000000002,-103.482,-5.882352941176469,16,2,155
Furniture,Bookcases,Sauder Cornerstone Collection Library,322.192,-81.16760000000001,-31.75,14,3,265
Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",1427.683,-8.549,-0.41176470588235325,10,4,151
Furniture,Bookcases,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",1014.174,-418.548,-31.31862745098039,10,3,181
Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",1875.034,-70.49,-5.867647058823529,15,4,124
Furniture,Bookcases,Sauder Inglewood Library Bookcases,2154.348,311.1836,9.832352941176472,14,5,110
Furniture,Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish",935.1972,-125.74080000000001,-11.176470588235295,10,3,189
Furniture,Chairs,Bevis Steel Folding Chairs,1775.075,117.059,7.857142857142858,24,6,128
Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,4619.987999999999,486.15560000000005,7.446608946608947,37,11,49
Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",3955.676,573.7239999999999,15.771604938271606,32,9,61
Furniture,Chairs,"Global Armless Task Chair, Royal Blue",1396.442,-20.733200000000004,-2.391369047619048,28,8,154
Furniture,Chairs,Global Chrome Stack Chair,815.864,15.0832,0.05952380952380961,32,6,200
Furniture,Chairs,Global Comet Stacking Arm Chair,6084.144,697.1415,8.392857142857142,17,5,28
Furniture,Chairs,Global Comet Stacking Armless Chair,3528.79,514.366,13.0,14,6,70
Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,7979.4400000000005,926.1850000000001,7.705026455026454,33,9,15
Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,4420.056,41.1168,1.7913832199546484,24,7,53
Furniture,Chairs,Global Deluxe High-Back Manager's Chair,8665.194,1558.5910000000001,10.933035714285714,35,8,12
Furniture,Chairs,Global Deluxe High-Back Office Chair in Storm,1087.92,-149.589,-13.749999999999998,10,3,175
Furniture,Chairs,Global Deluxe Office Fabric Chairs,1420.504,229.3922,16.52314814814815,17,6,153
Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",764.7,76.9798,9.43877551020408,19,7,205
Furniture,Chairs,Global Deluxe Steno Chair,1770.54,-216.31380000000001,-13.545634920634921,29,10,129
Furniture,Chairs,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,2032.35,-460.666,-23.214285714285715,10,4,117
Furniture,Chairs,Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs,207.184,25.898,12.5,1,1,289
Furniture,Chairs,Global Ergonomic Managers Chair,6008.536,785.4532,12.492063492063492,39,11,29
Furniture,Chairs,Global Executive Mid-Back Manager's Chair,4626.582,750.7284000000001,14.547619047619046,18,6,48
Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",3150.576,499.851,12.16931216931217,35,9,80
Furniture,Chairs,"Global Geo Office Task Chair, Gray",1757.266,-166.00900000000001,-15.895691609977323,25,7,130
Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",5436.158,-474.7414,-11.275226757369614,54,14,38
Furniture,Chairs,Global Highback Leather Tilter in Burgundy,2647.809,49.13459999999999,-0.0370370370370375,34,9,95
Furniture,Chairs,Global Italian Leather Office Chair,969.252,204.3288,11.357142857142858,8,2,186
Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",1689.968,-114.6764,-13.685714285714287,13,5,133
Furniture,Chairs,Global Leather Executive Chair,5861.532999999999,701.98,13.49206349206349,21,7,33
Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",5989.204,267.3034,4.668109668109668,39,10,30
Furniture,Chairs,"Global Leather Task Chair, Black",1448.839,63.8929,5.21875,19,8,147
Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",6410.874,854.7832000000001,12.517857142857142,26,8,27
Furniture,Chairs,Global Low Back Tilter Chair,1746.9540000000002,-246.3912,-17.126984126984123,21,8,131
Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm",2959.208,493.7046,18.011904761904763,23,6,84
Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",2185.951,283.7474,10.091710758377424,44,9,109
Furniture,Chairs,"Global Stack Chair with Arms, Black",803.464,125.0166,12.846938775510202,31,7,201
Furniture,Chairs,"Global Stack Chair without Arms, Black",901.506,44.166000000000004,7.780612244897959,44,7,192
Furniture,Chairs,Global Super Steno Chair,2389.902,-1.7763568394002505e-15,1.7080498866213152,30,7,99
Furniture,Chairs,"Global Task Chair, Black",463.099,-80.4062,-17.607142857142858,12,5,244
Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,12975.382,951.8620000000001,5.919312169312169,32,9,4
Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",1978.925,197.89249999999998,8.898809523809524,39,10,118
Furniture,Chairs,"Global Value Steno Chair, Gray",2204.862,245.99699999999999,8.898809523809522,43,10,106
Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",4166.884,-503.1194,-14.101190476190476,59,14,58
Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,9070.944,773.2608,6.785714285714286,31,8,10
Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,21870.576,5.684341886080802e-14,-1.4682539682539681,39,8,1
Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,1501.8980000000001,254.8244,14.217757936507937,24,8,143
Furniture,Chairs,Harbour Creations Steel Folding Chair,2389.125,336.375,14.375,34,8,100
Furniture,Chairs,High-Back Leather Manager's Chair,4770.633,-197.5848,-11.583333333333334,42,9,47
Furniture,Chairs,Hon 2090 Pillow Soft Series Mid Back Swivel/Tilt Chairs,5282.424,-989.0496,-19.017857142857142,24,6,41
Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,8430.997,1388.6348,11.531746031746032,34,8,13
Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,5906.032,1052.8144,14.326530612244897,21,7,32
Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,7582.374,832.9932000000001,7.310846560846561,24,6,16
Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,1686.904,-36.473600000000005,-0.11111111111111145,18,6,134
Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,2586.1879999999996,-48.796,0.3571428571428571,15,4,96
Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",10637.528,1927.442,16.828703703703706,51,12,7
Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",1268.696,73.194,6.25,7,2,165
Furniture,Chairs,Hon Every-Day Chair Series Swivel Task Chairs,967.84,12.097999999999999,0.205026455026454,10,3,187
Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,6748.482,281.96999999999997,2.825396825396826,43,10,23
Furniture,Chairs,Hon GuestStacker Chair,6936.102,1233.0848,15.950617283950619,34,9,21
Furniture,Chairs,Hon Mobius Operator's Chair,2705.7799999999997,499.3394,18.53333333333333,23,5,92
Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,6584.64,814.416,12.345238095238095,36,6,24
Furniture,Chairs,Hon Olson Stacker Chairs,5427.99,1292.1264,22.590277777777775,22,4,39
Furniture,Chairs,Hon Olson Stacker Stools,5294.456,833.5952,13.314285714285713,44,10,40
Furniture,Chairs,Hon Pagoda Stacking Chairs,6483.796,1540.704,21.25,22,4,26
Furniture,Chairs,Hon Valutask Swivel Chairs,1242.054,139.3524,8.416666666666668,13,4,167
Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",1589.406,253.8392,15.379629629629632,31,6,139
Furniture,Chairs,"Leather Task Chair, Black",1437.484,54.588,-0.5291005291005293,19,6,148
Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",5212.112,972.6368,14.040816326530612,27,7,42
Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton",685.588,115.7354,15.470634920634922,23,5,214
Furniture,Chairs,Novimex Fabric Task Chair,1890.3799999999999,-131.107,-5.575396825396826,39,9,123
Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,922.74,-133.4424,-10.4375,16,4,190
Furniture,Chairs,Novimex Swivel Fabric Task Chair,2913.9139999999998,-445.391,-13.633928571428571,25,8,86
Furniture,Chairs,Novimex Turbo Task Chair,1341.5220000000002,-32.6508,-2.259259259259259,22,6,156
Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,3989.734,425.75960000000003,5.191043083900227,32,7,59
Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,1842.268,155.372,5.402116402116403,20,6,125
Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",694.194,-158.48579999999998,-24.553571428571423,7,2,213
Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",3680.538,-491.175,-13.830246913580247,35,9,65
Furniture,Chairs,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,2207.956,231.6544,5.5,13,2,105
Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,1311.876,-42.1096,-7.854875283446711,19,7,161
Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,2200.464,-130.98,-5.397392290249434,20,7,107
Furniture,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,4185.48,342.88739999999996,7.416666666666667,31,5,57
Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,8774.5,1305.6456,14.5,28,8,11
Furniture,Chairs,Office Star - Task Chair with Contemporary Loop Arms,600.4680000000001,47.3096,10.277777777777777,8,2,222
Furniture,Chairs,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,1947.1770000000001,413.649,19.425925925925927,20,6,119
Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,1775.68,-228.61880000000002,-11.497732426303855,21,7,127
Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",1830.148,80.97999999999999,5.821428571428571,30,8,126
Furniture,Chairs,SAFCO Arco Folding Chair,11572.78,1179.374,10.448107448107447,53,13,5
Furniture,Chairs,SAFCO Folding Chair Trolley,705.32,151.3232,11.714285714285715,6,3,211
Furniture,Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,245.088,14.9184,8.457142857142856,12,5,283
Furniture,Chairs,"Safco Chair Connectors, 6/Carton",881.192,170.8512,14.983134920634921,26,4,193
Furniture,Chairs,Safco Contoured Stacking Chairs,5697.76,870.16,13.541666666666666,27,8,35
Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",3641.274,234.234,6.726190476190477,64,15,66
Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,551.448,91.1088,-4.0,36,8,226
Furniture,Furnishings,24-Hour Round Wall Clock,487.512,180.0198,38.25,27,6,237
Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT,369.24800000000005,-40.4914,-43.37500000000001,21,6,257
Furniture,Furnishings,3M Hangers With Command Adhesive,108.03999999999999,36.001,24.40625,33,8,341
Furniture,Furnishings,3M Polarizing Light Filter Sleeves,216.34,75.34599999999999,22.375,14,4,286
Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",2191.68,569.8368,26.000000000000004,16,4,108
Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",124.586,26.211599999999997,8.0,19,4,331
Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,455.07,183.1312,38.375,34,8,246
Furniture,Furnishings,Acrylic Self-Standing Desk Frames,93.984,32.7342,32.1875,37,8,347
Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",822.738,311.7744,38.05,28,5,199
Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,87.52,25.162,20.200000000000006,20,5,351
Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,270.84,108.092,37.166666666666664,23,6,273
Furniture,Furnishings,Aluminum Document Frame,244.39999999999998,56.211999999999996,23.0,22,5,284
Furniture,Furnishings,Artistic Insta-Plaque,156.8,61.152,39.0,10,3,312
Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,137.17,47.7257,23.749999999999996,31,8,324
Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",514.556,23.53819999999999,5.125,13,4,232
Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",136.344,56.1184,39.92857142857143,28,7,326
Furniture,Furnishings,"Career Cubicle Clock, 8 1/4"", Black",194.68800000000002,68.952,32.83333333333333,10,3,292
Furniture,Furnishings,Coloredge Poster Frame,298.2,116.298,39.0,21,6,270
Furniture,Furnishings,"Computer Room Manger, 14""",636.6080000000001,179.2896,24.571428571428573,22,7,221
Furniture,Furnishings,Contemporary Borderless Frame,36.162,3.6162,-10.249999999999993,6,2,376
Furniture,Furnishings,Contemporary Wood/Metal Frame,193.92,4.847999999999999,-17.8125,18,4,293
Furniture,Furnishings,"Contract Clock, 14"", Brown",334.096,29.453199999999995,-8.9,21,5,263
Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,455.456,61.4336,8.9375,24,8,245
Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",168.744,48.822,27.321428571428573,23,7,304
Furniture,Furnishings,DAX Clear Channel Poster Frame,119.556,27.701999999999998,5.499999999999996,10,3,334
Furniture,Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",291.45599999999996,97.152,32.800000000000004,15,5,271
Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",171.088,39.7528,18.8,18,5,301
Furniture,Furnishings,DAX Cubicle Frames - 8x10,125.786,20.772,8.999999999999996,26,5,329
Furniture,Furnishings,"DAX Cubicle Frames, 8-1/2 x 11",145.69,52.4484,36.0,17,4,321
Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",196.248,55.1004,30.7,17,5,291
Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",161.92,26.1096,2.4,11,5,307
Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,513.712,123.9264,10.400000000000002,23,5,233
Furniture,Furnishings,DAX Solid Wood Frames,113.332,33.3157,31.75,13,3,337
Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",216.144,73.944,26.875,25,8,287
Furniture,Furnishings,DAX Two-Tone Silver Metal Document Frame,234.784,84.8056,26.375000000000004,13,6,285
Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",175.938,52.4832,20.65,36,10,299
Furniture,Furnishings,DAX Wood Document Frame,477.804,126.316,21.77777777777778,40,9,239
Furniture,Furnishings,DAX Wood Document Frame.,159.268,7.6888000000000005,-25.0625,16,4,309
Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",581.172,81.568,-5.0,14,4,223
Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,1114.384,288.4288,22.0,28,6,173
Furniture,Furnishings,Dana Swing-Arm Lamps,108.936,-11.214,-31.25,15,7,339
Furniture,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,",508.72800000000007,99.5808,17.2,21,5,234
Furniture,Furnishings,Dax Clear Box Frame,96.03,15.364799999999999,1.0000000000000024,14,6,346
Furniture,Furnishings,Deflect-O Glasstique Clear Desk Accessories,124.74,37.037,27.41666666666666,17,3,330
Furniture,Furnishings,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,1685.44,244.3888,-2.6,18,5,135
Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",673.87,72.07849999999999,10.083333333333334,17,6,217
Furniture,Furnishings,"Deflect-o EconoMat Nonstudded, No Bevel Mat",702.44,123.96,13.333333333333334,14,3,212
Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",1115.6399999999999,-125.1996,-26.388888888888893,33,9,172
Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,1579.3719999999998,318.3616,19.214285714285715,26,7,140
Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",1623.248,-343.0956,-29.833333333333332,26,6,138
Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",437.70000000000005,138.3132,21.625,18,4,248
Furniture,Furnishings,Document Clip Frames,45.036,16.0128,34.75,6,2,372
Furniture,Furnishings,"Eldon ""L"" Workstation Diamond Chairmat",1002.936,-267.4496,-37.5,19,4,184
Furniture,Furnishings,Eldon 100 Class Desk Accessories,36.396,-4.8528,-19.0,18,4,375
Furniture,Furnishings,Eldon 200 Class Desk Accessories,133.136,39.187200000000004,29.571428571428573,22,7,328
Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Black",75.36,28.6368,38.0,12,2,357
Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",135.648,44.588,33.300000000000004,25,5,327
Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke",138.16,58.0272,42.0,22,4,323
Furniture,Furnishings,"Eldon 300 Class Desk Accessories, Black",29.7,13.068000000000001,44.0,6,2,379
Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",159.25,47.6,22.666666666666668,22,6,310
Furniture,Furnishings,Eldon 500 Class Desk Accessories,197.948,60.470699999999994,27.41666666666666,17,6,290
Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,563.03,56.303000000000004,10.0,13,5,225
Furniture,Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,379.4,-48.78,-18.5,10,3,255
Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,1431.944,46.3276,0.125,14,4,150
Furniture,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets,344.1,-42.18000000000001,-52.25,8,4,261
Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,1304.1280000000002,-111.328,-20.150000000000002,20,5,162
Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,1200.936,-256.56359999999995,-20.15,18,5,169
Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",546.192,17.447799999999997,-9.333333333333334,17,6,227
Furniture,Furnishings,Eldon Econocleat Chair Mats for Low Pile Carpets,331.76,39.8112,12.0,8,2,264
Furniture,Furnishings,Eldon Executive Woodline II Cherry Finish Desk Accessories,98.13600000000001,-78.5088,-80.0,6,2,344
Furniture,Furnishings,"Eldon Executive Woodline II Desk Accessories, Mahogany",361.87199999999996,50.008700000000005,-5.85,17,5,258
Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",108.08,6.755000000000001,-0.625,15,4,340
Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",262.752,-7.616000000000003,-15.375,20,6,276
Furniture,Furnishings,Eldon Expressions Mahogany Wood Desk Collection,93.6,23.4,25.0,15,2,348
Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",155.708,20.636,-0.7999999999999993,20,5,313
Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",121.296,21.7056,16.0,13,3,332
Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",183.024,10.110600000000002,0.8958333333333336,33,12,294
Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",160.54000000000002,46.5566,28.999999999999993,23,5,308
Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",149.70000000000002,41.916,27.999999999999993,15,5,318
Furniture,Furnishings,Eldon Image Series Black Desk Accessories,48.852,17.0568,32.8,12,5,368
Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",111.18799999999999,28.256800000000002,20.0,31,8,338
Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",180.31,55.822,24.4,18,5,296
Furniture,Furnishings,"Eldon Imàge Series Desk Accessories, Clear",53.46,6.3666,9.749999999999998,17,3,366
Furniture,Furnishings,Eldon Pizzaz Desk Accessories,37.464,13.736799999999999,37.0,19,4,374
Furniture,Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,775.6120000000001,135.932,13.333333333333334,20,6,204
Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Black",39.688,13.116399999999999,33.916666666666664,9,3,373
Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",33.756,8.9088,25.2,21,5,378
Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",155.38,52.8292,34.0,17,5,314
Furniture,Furnishings,Eldon Wave Desk Accessories,266.73,98.9996,26.214285714285715,61,14,274
Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,168.84,78.256,45.4,13,5,303
Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",2863.8,627.1722000000001,7.700000000000001,33,4,88
Furniture,Furnishings,Electrix Fluorescent Magnifier Lamps & Weighted Base,463.79600000000005,73.0232,19.0,11,2,243
Furniture,Furnishings,Electrix Halogen Magnifier Lamp,2759.06,314.76599999999996,-4.833333333333333,17,6,90
Furniture,Furnishings,"Electrix Incandescent Magnifying Lamp, Black",117.28,-16.4925,-36.875,5,2,335
Furniture,Furnishings,"Executive Impressions 10"" Spectator Wall Clock",258.72,87.9648,34.0,22,5,278
Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",176.7,23.3244,1.8333333333333286,14,6,298
Furniture,Furnishings,"Executive Impressions 13"" Chairman Wall Clock",253.8,72.333,29.583333333333332,11,3,279
